# HOMER Peaks
# Peak finding parameters:
# tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags
#
# total peaks = 20447
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 170
# genome size = 2000000000
# Total tags = 34851833.0
# Total tags in peaks = 6020541.0
# Approximate IP efficiency = 17.27%
# tags per bp = 0.016404
# expected tags per peak = 16.404
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.506879e-06
# FDR tag threshold = 37.0
# number of putative peaks = 291816
#
# input tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 1883
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = /ru-auth/local/home/tcarroll/Homer//bin/findPeaks /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags -i /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags -region -size 1000 -minDist 2500 -o /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/Peaks//HOMER/H3K27Ac_Limb_1/_H3K27Ac_Limb_1__Input_Limb_Homer/_H3K27Ac_Limb_1__Input_Limb_homer.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr6-7713	chr6	137142070	137143612	+	30.1	1542.000	53.000000	105.0	22.9	4.58	9.28e-36	0.91
chr6-6090	chr6	142345116	142346895	+	30.1	1779.000	61.000000	105.0	24.7	4.25	3.89e-33	0.94
chr6-5661	chr6	144165782	144167333	+	30.1	1551.000	64.000000	105.0	22.3	4.70	1.08e-36	0.93
chr7-3924	chr7	82648233	82649498	+	30.1	1265.000	95.000000	105.0	21.2	4.96	1.19e-38	0.93
chr7-6119	chr7	125864417	125865967	+	30.1	1550.000	69.000000	105.0	20.6	5.10	1.10e-39	0.95
chr7-7121	chr7	125870919	125872515	+	30.1	1596.000	62.000000	105.0	25.3	4.15	2.57e-32	0.94
chr7-4270	chr7	133759377	133760630	+	30.1	1253.000	90.000000	105.0	20.0	5.25	9.40e-41	0.95
chr7-11323	chr7	139969758	139972002	+	30.1	2244.000	47.000000	105.0	25.9	4.06	1.61e-31	0.96
chr8-2777	chr8	69832058	69833311	+	30.1	1253.000	100.000000	105.0	20.6	5.10	1.10e-39	0.97
chr8-5976	chr8	72121825	72123623	+	30.1	1798.000	61.000000	105.0	25.9	4.06	1.61e-31	0.97
chr9-3111	chr9	33000605	33001605	+	30.1	1000.000	99.000000	105.0	24.7	4.25	3.89e-33	0.95
chr9-5613	chr9	44360895	44362420	+	30.1	1525.000	65.000000	105.0	23.5	4.46	7.40e-35	0.92
chr9-5479	chr9	49485223	49486516	+	30.1	1293.000	66.000000	105.0	23.5	4.46	7.40e-35	0.96
chr9-5063	chr9	61135104	61136357	+	30.1	1253.000	70.000000	105.0	25.3	4.15	2.57e-32	0.92
chr9-3019	chr9	107906269	107907269	+	30.1	1000.000	102.000000	105.0	23.5	4.46	7.40e-35	0.93
chr9-6615	chr9	121359972	121361574	+	30.1	1602.000	59.000000	105.0	22.3	4.70	1.08e-36	1.03
chr9-3238	chr9	121995241	121996492	+	30.1	1251.000	97.000000	105.0	20.6	5.10	1.10e-39	0.94
chr10-2513	chr10	24148981	24150232	+	30.1	1251.000	100.000000	105.0	14.7	7.14	1.68e-52	0.93
chr10-5379	chr10	88825763	88827280	+	30.1	1517.000	58.000000	105.0	24.1	4.35	5.54e-34	0.94
chr10-7823	chr10	107122673	107124264	+	30.1	1591.000	47.000000	105.0	22.3	4.70	1.08e-36	1.01
chr10-2643	chr10	120112378	120113628	+	30.1	1250.000	97.000000	105.0	19.4	5.41	7.31e-42	0.96
chr11-5373	chr11	5239688	5240943	+	30.1	1255.000	91.000000	105.0	24.7	4.25	3.89e-33	0.94
chr11-19938	chr11	18883305	18885142	+	30.1	1837.000	40.000000	105.0	22.9	4.58	9.28e-36	0.98
chr11-13561	chr11	67819096	67820742	+	30.1	1646.000	49.000000	105.0	22.9	4.58	9.28e-36	0.98
chr11-10216	chr11	69833457	69834730	+	30.1	1273.000	58.000000	105.0	25.9	4.06	1.61e-31	0.96
chr11-5584	chr11	77508103	77509611	+	30.1	1508.000	89.000000	105.0	23.5	4.46	7.40e-35	0.96
chr11-14226	chr11	82930065	82932271	+	30.1	2206.000	48.000000	105.0	25.3	4.15	2.57e-32	0.93
chr11-12731	chr11	95237519	95239343	+	30.1	1824.000	51.000000	105.0	24.1	4.35	5.54e-34	0.96
chr11-6388	chr11	117407497	117408768	+	30.1	1271.000	81.000000	105.0	22.9	4.58	9.28e-36	1.00
chr12-5468	chr12	4187202	4188794	+	30.1	1592.000	53.000000	105.0	24.7	4.25	3.89e-33	0.95
chr12-8320	chr12	37394298	37396927	+	30.1	2629.000	43.000000	105.0	25.3	4.15	2.57e-32	0.92
chr12-3500	chr12	117153429	117154930	+	30.1	1501.000	69.000000	105.0	25.9	4.06	1.61e-31	0.95
chr13-4998	chr13	49014900	49016495	+	30.1	1595.000	57.000000	105.0	23.5	4.46	7.40e-35	0.96
chr13-4123	chr13	67636879	67638428	+	30.1	1549.000	65.000000	105.0	21.2	4.96	1.19e-38	0.93
chr13-3879	chr13	111867502	111868771	+	30.1	1269.000	68.000000	105.0	24.7	4.25	3.89e-33	0.94
chr14-1880	chr14	6889317	6890569	+	30.1	1252.000	97.000000	105.0	7.1	14.88	1.10e-82	0.97
chr14-3100	chr14	58987014	58988534	+	30.1	1520.000	69.000000	105.0	24.1	4.35	5.54e-34	0.95
chr14-2599	chr14	100950262	100951752	+	30.1	1490.000	78.000000	105.0	24.7	4.25	3.89e-33	0.94
chr15-3823	chr15	25652316	25653866	+	30.1	1550.000	67.000000	105.0	25.9	4.06	1.61e-31	0.94
chr15-3162	chr15	58975314	58976664	+	30.1	1350.000	77.000000	105.0	21.2	4.96	1.19e-38	0.95
chr15-4645	chr15	73067006	73068569	+	30.1	1563.000	59.000000	105.0	21.8	4.83	1.18e-37	0.99
chr15-2209	chr15	79670443	79671696	+	30.1	1253.000	101.000000	105.0	20.0	5.25	9.40e-41	0.99
chr16-1760	chr16	4756601	4757852	+	30.1	1251.000	91.000000	105.0	18.8	5.58	5.17e-43	1.01
chr16-2438	chr16	33559918	33561182	+	30.1	1264.000	74.000000	105.0	24.1	4.35	5.54e-34	0.99
chr16-2584	chr16	37813923	37815411	+	30.1	1488.000	71.000000	105.0	23.5	4.46	7.40e-35	0.98
chr16-5089	chr16	92398955	92400530	+	30.1	1575.000	48.000000	105.0	24.7	4.25	3.89e-33	0.95
chr17-2846	chr17	8146910	8148163	+	30.1	1253.000	92.000000	105.0	11.8	8.93	2.05e-61	1.04
chr17-2476	chr17	27548861	27549861	+	30.1	1000.000	102.000000	105.0	20.6	5.10	1.10e-39	0.93
chr17-10605	chr17	34940723	34942288	+	30.1	1565.000	41.000000	105.0	20.0	5.25	9.40e-41	0.95
chr17-5757	chr17	35879142	35880656	+	30.1	1514.000	57.000000	105.0	22.9	4.58	9.28e-36	0.98
chr17-2734	chr17	36946794	36948044	+	30.1	1250.000	95.000000	105.0	24.1	4.35	5.54e-34	0.95
chr19-2121	chr19	3986096	3987359	+	30.1	1263.000	77.000000	105.0	25.9	4.06	1.61e-31	1.03
chr19-3520	chr19	53704434	53705996	+	30.1	1562.000	55.000000	105.0	24.1	4.35	5.54e-34	0.96
chrX-2544	chrX	7762014	7763824	+	30.1	1810.000	44.000000	105.0	22.3	4.70	1.08e-36	0.98
chrX-747	chrX	49287375	49288626	+	30.1	1251.000	101.000000	105.0	7.6	13.73	2.74e-79	0.95
chrX-1585	chrX	93674537	93676330	+	30.1	1793.000	63.000000	105.0	23.5	4.46	7.40e-35	0.95
chrX-2613	chrX	169879413	169881106	+	30.1	1693.000	44.000000	105.0	20.0	5.25	9.40e-41	0.94
chr1-6244	chr1	16267883	16269507	+	29.8	1624.000	60.000000	104.0	22.3	4.65	5.11e-36	0.99
chr1-5201	chr1	36568896	36570710	+	29.8	1814.000	67.000000	104.0	25.3	4.11	1.07e-31	0.95
chr1-6474	chr1	78441966	78443496	+	29.8	1530.000	59.000000	104.0	15.3	6.80	3.96e-50	0.96
chr2-4574	chr2	65022301	65023554	+	29.8	1253.000	99.000000	104.0	15.9	6.55	1.12e-48	0.95
chr2-6898	chr2	93462059	93463665	+	29.8	1606.000	75.000000	104.0	21.8	4.78	5.70e-37	1.04
chr2-11403	chr2	105611482	105613285	+	29.8	1803.000	55.000000	104.0	19.4	5.36	3.97e-41	0.98
chr2-5090	chr2	113427587	113428839	+	29.8	1252.000	92.000000	104.0	20.6	5.05	5.64e-39	0.98
chr2-9738	chr2	170266747	170268603	+	29.8	1856.000	61.000000	104.0	24.1	4.31	2.42e-33	0.94
chr3-5557	chr3	21545214	21547009	+	29.8	1795.000	56.000000	104.0	24.7	4.21	1.66e-32	0.96
chr3-4600	chr3	36449013	36450556	+	29.8	1543.000	64.000000	104.0	24.1	4.31	2.42e-33	0.97
chr3-2757	chr3	108415160	108416412	+	29.8	1252.000	94.000000	104.0	20.0	5.20	4.94e-40	1.00
chr3-4779	chr3	133600041	133601555	+	29.8	1514.000	63.000000	104.0	20.6	5.05	5.64e-39	0.98
chr4-5605	chr4	130840266	130841664	+	29.8	1398.000	75.000000	104.0	23.5	4.42	3.31e-34	0.93
chr4-6000	chr4	153481589	153483346	+	29.8	1757.000	72.000000	104.0	25.3	4.11	1.07e-31	0.97
chr5-4696	chr5	104108187	104109709	+	29.8	1522.000	76.000000	104.0	22.9	4.53	4.26e-35	1.01
chr5-4396	chr5	111159591	111161092	+	29.8	1501.000	80.000000	104.0	25.9	4.02	6.55e-31	0.93
chr5-7028	chr5	114466738	114468578	+	29.8	1840.000	58.000000	104.0	22.3	4.65	5.11e-36	0.94
chr6-6347	chr6	54681077	54682640	+	29.8	1563.000	59.000000	104.0	22.3	4.65	5.11e-36	0.99
chr6-7851	chr6	54971552	54973086	+	29.8	1534.000	52.000000	104.0	24.7	4.21	1.66e-32	0.94
chr6-12836	chr6	65764397	65766280	+	29.8	1883.000	40.000000	104.0	20.6	5.05	5.64e-39	0.97
chr7-8008	chr7	45631784	45633307	+	29.8	1523.000	57.000000	104.0	24.1	4.31	2.42e-33	0.97
chr7-17061	chr7	96741139	96743213	+	29.8	2074.000	38.000000	104.0	22.9	4.53	4.26e-35	0.91
chr8-6261	chr8	26848099	26849388	+	29.8	1289.000	59.000000	104.0	21.8	4.78	5.70e-37	0.98
chr8-3927	chr8	40423333	40424845	+	29.8	1512.000	79.000000	104.0	19.4	5.36	3.97e-41	1.02
chr8-6464	chr8	58912004	58913541	+	29.8	1537.000	58.000000	104.0	21.2	4.91	5.90e-38	0.97
chr8-4737	chr8	60505357	60506873	+	29.8	1516.000	70.000000	104.0	25.3	4.11	1.07e-31	0.93
chr8-9151	chr8	69398881	69400410	+	29.8	1529.000	48.000000	104.0	25.3	4.11	1.07e-31	0.93
chr8-3165	chr8	88288466	88289997	+	29.8	1531.000	92.000000	104.0	21.8	4.78	5.70e-37	0.99
chr8-10611	chr8	107575857	107577645	+	29.8	1788.000	45.000000	104.0	25.9	4.02	6.55e-31	0.93
chr8-7214	chr8	120438532	120440111	+	29.8	1579.000	55.000000	104.0	23.5	4.42	3.31e-34	0.95
chr9-5118	chr9	22427733	22429571	+	29.8	1838.000	69.000000	104.0	22.3	4.65	5.11e-36	0.96
chr9-5171	chr9	77427221	77428853	+	29.8	1632.000	69.000000	104.0	22.9	4.53	4.26e-35	0.97
chr10-4257	chr10	78297204	78298880	+	29.8	1676.000	68.000000	104.0	25.9	4.02	6.55e-31	0.91
chr10-5384	chr10	96263258	96265086	+	29.8	1828.000	58.000000	104.0	23.5	4.42	3.31e-34	0.95
chr10-3461	chr10	120399815	120401379	+	29.8	1564.000	79.000000	104.0	24.1	4.31	2.42e-33	0.94
chr11-9567	chr11	113220481	113222242	+	29.8	1761.000	61.000000	104.0	24.1	4.31	2.42e-33	0.93
chr11-13371	chr11	118476261	118477794	+	29.8	1533.000	50.000000	104.0	22.9	4.53	4.26e-35	0.93
chr12-2179	chr12	12787811	12789073	+	29.8	1262.000	92.000000	104.0	25.3	4.11	1.07e-31	0.94
chr12-6201	chr12	34169428	34171199	+	29.8	1771.000	50.000000	104.0	25.3	4.11	1.07e-31	0.95
chr12-11607	chr12	72235762	72237337	+	29.8	1575.000	37.000000	104.0	25.9	4.02	6.55e-31	1.00
chr12-2360	chr12	81594643	81596144	+	29.8	1501.000	88.000000	104.0	22.3	4.65	5.11e-36	0.94
chr12-8426	chr12	84361292	84362822	+	29.8	1530.000	43.000000	104.0	22.9	4.53	4.26e-35	0.99
chr12-5239	chr12	102696808	102698444	+	29.8	1636.000	55.000000	104.0	25.9	4.02	6.55e-31	1.02
chr13-6730	chr13	53583698	53585545	+	29.8	1847.000	48.000000	104.0	25.9	4.02	6.55e-31	0.97
chr13-3098	chr13	53688557	53690060	+	29.8	1503.000	78.000000	104.0	25.3	4.11	1.07e-31	0.97
chr13-3292	chr13	59335765	59337105	+	29.8	1340.000	75.000000	104.0	23.5	4.42	3.31e-34	0.95
chr13-3535	chr13	114458441	114460042	+	29.8	1601.000	72.000000	104.0	22.9	4.53	4.26e-35	0.94
chr14-3392	chr14	57070328	57071843	+	29.8	1515.000	65.000000	104.0	22.9	4.53	4.26e-35	0.99
chr14-6772	chr14	57397650	57399200	+	29.8	1550.000	44.000000	104.0	22.3	4.65	5.11e-36	0.93
chr15-4277	chr15	51628194	51629973	+	29.8	1779.000	62.000000	104.0	25.9	4.02	6.55e-31	0.93
chr15-10368	chr15	73320678	73322317	+	29.8	1639.000	39.000000	104.0	25.3	4.11	1.07e-31	0.96
chr15-3765	chr15	79504993	79506518	+	29.8	1525.000	68.000000	104.0	21.8	4.78	5.70e-37	0.95
chr15-6516	chr15	84662507	84664093	+	29.8	1586.000	49.000000	104.0	24.1	4.31	2.42e-33	0.97
chr15-4994	chr15	101065965	101067597	+	29.8	1632.000	57.000000	104.0	23.5	4.42	3.31e-34	0.95
chr16-2512	chr16	10843336	10844858	+	29.8	1522.000	72.000000	104.0	24.7	4.21	1.66e-32	0.94
chr17-4543	chr17	5220989	5222644	+	29.8	1655.000	66.000000	104.0	21.8	4.78	5.70e-37	0.94
chr17-4989	chr17	6744090	6746186	+	29.8	2096.000	62.000000	104.0	24.1	4.31	2.42e-33	0.94
chr17-2755	chr17	6960377	6961627	+	29.8	1250.000	94.000000	104.0	2.4	44.21	4.13e-129	0.98
chr17-3924	chr17	12194960	12196258	+	29.8	1298.000	73.000000	104.0	25.3	4.11	1.07e-31	1.02
chr17-4369	chr17	25808385	25809923	+	29.8	1538.000	68.000000	104.0	24.1	4.31	2.42e-33	0.94
chr17-5598	chr17	46143373	46144901	+	29.8	1528.000	58.000000	104.0	20.6	5.05	5.64e-39	0.93
chr18-3538	chr18	5989131	5990403	+	29.8	1272.000	59.000000	104.0	24.1	4.31	2.42e-33	0.95
chr18-2896	chr18	15312450	15314159	+	29.8	1709.000	68.000000	104.0	24.1	4.31	2.42e-33	0.98
chr18-3006	chr18	76059172	76060685	+	29.8	1513.000	67.000000	104.0	25.3	4.11	1.07e-31	0.95
chr19-3164	chr19	15667677	15669228	+	29.8	1551.000	58.000000	104.0	21.8	4.78	5.70e-37	0.93
chrX-2557	chrX	38455330	38456851	+	29.8	1521.000	44.000000	104.0	14.1	7.37	3.07e-53	1.02
chrX-2126	chrX	85047756	85049297	+	29.8	1541.000	51.000000	104.0	16.5	6.32	2.75e-47	0.94
chr1-3034	chr1	138856241	138857241	+	29.6	1000.000	96.000000	103.0	9.4	10.95	1.74e-68	0.96
chr1-5167	chr1	168597998	168599813	+	29.6	1815.000	68.000000	103.0	23.5	4.38	1.47e-33	0.95
chr1-12311	chr1	192860910	192862283	+	29.6	1373.000	43.000000	103.0	22.9	4.49	1.94e-34	0.98
chr2-5816	chr2	65180871	65182400	+	29.6	1529.000	84.000000	103.0	19.4	5.31	2.13e-40	1.01
chr2-5279	chr2	119972087	119973339	+	29.6	1252.000	90.000000	103.0	22.3	4.61	2.38e-35	0.98
chr2-5563	chr2	131060225	131061475	+	29.6	1250.000	87.000000	103.0	21.8	4.73	2.73e-36	0.93
chr2-26363	chr2	173235515	173237406	+	29.6	1891.000	37.000000	103.0	24.7	4.17	7.00e-32	0.97
chr2-7279	chr2	180346263	180347770	+	29.6	1507.000	73.000000	103.0	25.3	4.07	4.42e-31	0.96
chr3-6263	chr3	14862282	14863867	+	29.6	1585.000	52.000000	103.0	20.0	5.15	2.58e-39	0.92
chr3-5943	chr3	63551462	63553282	+	29.6	1820.000	54.000000	103.0	19.4	5.31	2.13e-40	0.94
chr3-2614	chr3	107931065	107932316	+	29.6	1251.000	98.000000	103.0	24.1	4.27	1.05e-32	0.94
chr3-3500	chr3	145292225	145293501	+	29.6	1276.000	79.000000	103.0	20.6	5.00	2.85e-38	0.94
chr4-15766	chr4	45848078	45850079	+	29.6	2001.000	42.000000	103.0	25.3	4.07	4.42e-31	0.98
chr4-7217	chr4	62735498	62736924	+	29.6	1426.000	64.000000	103.0	23.5	4.38	1.47e-33	0.95
chr4-11171	chr4	108117810	108119349	+	29.6	1539.000	50.000000	103.0	21.8	4.73	2.73e-36	0.94
chr4-3987	chr4	117210019	117211280	+	29.6	1261.000	93.000000	103.0	22.3	4.61	2.38e-35	1.01
chr4-7860	chr4	120282066	120283633	+	29.6	1567.000	61.000000	103.0	21.2	4.86	2.91e-37	0.96
chr4-7878	chr4	129584348	129585646	+	29.6	1298.000	61.000000	103.0	24.1	4.27	1.05e-32	0.93
chr4-4766	chr4	133497545	133498799	+	29.6	1254.000	83.000000	103.0	20.6	5.00	2.85e-38	1.02
chr4-11256	chr4	133928224	133929810	+	29.6	1586.000	50.000000	103.0	21.8	4.73	2.73e-36	0.97
chr4-7113	chr4	135828160	135829697	+	29.6	1537.000	65.000000	103.0	21.8	4.73	2.73e-36	0.97
chr4-3504	chr4	150212281	150213281	+	29.6	1000.000	102.000000	103.0	20.0	5.15	2.58e-39	0.91
chr4-4513	chr4	154877724	154878999	+	29.6	1275.000	86.000000	103.0	19.4	5.31	2.13e-40	0.95
chr4-5410	chr4	156202841	156204109	+	29.6	1268.000	77.000000	103.0	23.5	4.38	1.47e-33	0.96
chr5-3616	chr5	48372001	48373255	+	29.6	1254.000	93.000000	103.0	11.8	8.76	1.62e-59	0.98
chr5-6847	chr5	103759889	103761404	+	29.6	1515.000	59.000000	103.0	24.1	4.27	1.05e-32	0.98
chr5-5889	chr5	108699574	108701150	+	29.6	1576.000	65.000000	103.0	24.1	4.27	1.05e-32	0.95
chr6-3818	chr6	37463826	37465377	+	29.6	1551.000	82.000000	103.0	19.4	5.31	2.13e-40	0.99
chr6-12310	chr6	94627376	94629151	+	29.6	1775.000	41.000000	103.0	23.5	4.38	1.47e-33	0.98
chr6-9957	chr6	118999562	119001508	+	29.6	1946.000	46.000000	103.0	24.7	4.17	7.00e-32	1.05
chr6-3243	chr6	134640679	134641930	+	29.6	1251.000	93.000000	103.0	22.9	4.49	1.94e-34	0.95
chr7-7192	chr7	19815978	19817598	+	29.6	1620.000	61.000000	103.0	25.3	4.07	4.42e-31	0.94
chr7-12928	chr7	27928579	27930094	+	29.6	1515.000	43.000000	103.0	23.5	4.38	1.47e-33	0.97
chr7-11938	chr7	29852582	29854134	+	29.6	1552.000	45.000000	103.0	21.8	4.73	2.73e-36	0.96
chr7-5339	chr7	37375269	37376824	+	29.6	1555.000	76.000000	103.0	23.5	4.38	1.47e-33	0.96
chr7-11485	chr7	40898136	40899989	+	29.6	1853.000	46.000000	103.0	23.5	4.38	1.47e-33	0.93
chr7-10297	chr7	72761895	72763689	+	29.6	1794.000	49.000000	103.0	21.2	4.86	2.91e-37	0.95
chr7-5244	chr7	78971434	78972975	+	29.6	1541.000	77.000000	103.0	20.6	5.00	2.85e-38	0.97
chr7-8583	chr7	115414588	115416093	+	29.6	1505.000	55.000000	103.0	22.3	4.61	2.38e-35	0.96
chr7-8842	chr7	120834825	120836532	+	29.6	1707.000	54.000000	103.0	22.3	4.61	2.38e-35	0.97
chr8-4270	chr8	46551458	46553012	+	29.6	1554.000	75.000000	103.0	24.1	4.27	1.05e-32	1.00
chr8-4673	chr8	70765657	70766920	+	29.6	1263.000	71.000000	103.0	24.1	4.27	1.05e-32	0.96
chr8-3551	chr8	87967244	87968755	+	29.6	1511.000	85.000000	103.0	25.3	4.07	4.42e-31	0.96
chr8-4385	chr8	103582285	103583840	+	29.6	1555.000	74.000000	103.0	24.1	4.27	1.05e-32	0.95
chr8-3024	chr8	104509139	104510389	+	29.6	1250.000	95.000000	103.0	16.5	6.25	1.74e-46	0.93
chr8-6538	chr8	113906354	113907872	+	29.6	1518.000	58.000000	103.0	22.9	4.49	1.94e-34	1.00
chr9-7227	chr9	53949361	53951153	+	29.6	1792.000	55.000000	103.0	23.5	4.38	1.47e-33	0.96
chr9-4534	chr9	66721982	66723262	+	29.6	1280.000	76.000000	103.0	23.5	4.38	1.47e-33	0.96
chr9-5201	chr9	120708234	120709741	+	29.6	1507.000	69.000000	103.0	21.8	4.73	2.73e-36	0.94
chr10-4613	chr10	62110073	62111412	+	29.6	1339.000	64.000000	103.0	22.9	4.49	1.94e-34	0.98
chr10-5428	chr10	128179345	128181157	+	29.6	1812.000	58.000000	103.0	22.9	4.49	1.94e-34	0.95
chr11-5476	chr11	53891065	53892318	+	29.6	1253.000	90.000000	103.0	19.4	5.31	2.13e-40	0.94
chr11-9691	chr11	66983501	66985035	+	29.6	1534.000	60.000000	103.0	24.1	4.27	1.05e-32	0.99
chr11-12678	chr11	79054002	79055517	+	29.6	1515.000	51.000000	103.0	22.9	4.49	1.94e-34	1.01
chr11-5589	chr11	83964019	83965269	+	29.6	1250.000	89.000000	103.0	20.0	5.15	2.58e-39	1.00
chr11-11983	chr11	109439203	109441004	+	29.6	1801.000	53.000000	103.0	21.8	4.73	2.73e-36	0.96
chr13-3463	chr13	21709699	21711288	+	29.6	1589.000	72.000000	103.0	20.0	5.15	2.58e-39	0.97
chr13-7495	chr13	23453012	23454349	+	29.6	1337.000	45.000000	103.0	18.8	5.47	1.60e-41	0.93
chr13-8006	chr13	56640995	56642932	+	29.6	1937.000	44.000000	103.0	21.8	4.73	2.73e-36	0.97
chr13-4548	chr13	60670058	60671789	+	29.6	1731.000	61.000000	103.0	24.1	4.27	1.05e-32	0.94
chr14-3696	chr14	60176621	60178142	+	29.6	1521.000	62.000000	103.0	24.1	4.27	1.05e-32	0.95
chr14-3612	chr14	77580492	77582046	+	29.6	1554.000	63.000000	103.0	22.9	4.49	1.94e-34	0.97
chr15-5689	chr15	10646969	10648550	+	29.6	1581.000	52.000000	103.0	22.9	4.49	1.94e-34	0.97
chr15-2274	chr15	81514204	81515204	+	29.6	1000.000	99.000000	103.0	23.5	4.38	1.47e-33	0.93
chr15-3081	chr15	94214071	94215584	+	29.6	1513.000	79.000000	103.0	25.3	4.07	4.42e-31	0.94
chr15-4703	chr15	96952995	96954575	+	29.6	1580.000	59.000000	103.0	24.7	4.17	7.00e-32	0.95
chr16-3138	chr16	96144881	96146405	+	29.6	1524.000	63.000000	103.0	24.7	4.17	7.00e-32	0.92
chr17-5112	chr17	6778192	6779713	+	29.6	1521.000	61.000000	103.0	18.2	5.65	1.09e-42	0.94
chr17-4444	chr17	84644223	84645543	+	29.6	1320.000	68.000000	103.0	22.3	4.61	2.38e-35	0.94
chr18-2149	chr18	55396255	55397506	+	29.6	1251.000	83.000000	103.0	22.9	4.49	1.94e-34	1.01
chr18-1896	chr18	80200045	80201295	+	29.6	1250.000	91.000000	103.0	20.6	5.00	2.85e-38	0.99
chr19-1890	chr19	48123070	48124570	+	29.6	1500.000	84.000000	103.0	21.8	4.73	2.73e-36	0.97
chrX-1693	chrX	70476315	70477849	+	29.6	1534.000	60.000000	103.0	12.9	7.96	9.30e-56	0.98
chrX-1713	chrX	150440169	150441701	+	29.6	1532.000	60.000000	103.0	12.4	8.34	1.38e-57	0.98
chrX-2400	chrX	159626778	159628591	+	29.6	1813.000	47.000000	103.0	17.6	5.84	6.64e-44	0.94
chr1-4979	chr1	39045739	39047198	+	29.3	1459.000	69.000000	102.0	24.7	4.13	2.93e-31	0.97
chr1-6638	chr1	62243908	62245684	+	29.3	1776.000	58.000000	102.0	21.8	4.69	1.30e-35	0.93
chr1-9086	chr1	72235781	72237303	+	29.3	1522.000	49.000000	102.0	21.2	4.82	1.42e-36	0.97
chr1-7450	chr1	178870400	178872005	+	29.3	1605.000	55.000000	102.0	22.3	4.56	1.10e-34	0.95
chr2-10887	chr2	17730337	17731846	+	29.3	1509.000	56.000000	102.0	24.7	4.13	2.93e-31	0.96
chr2-8567	chr2	18586924	18588434	+	29.3	1510.000	65.000000	102.0	25.3	4.03	1.81e-30	0.97
chr2-8364	chr2	30524367	30525630	+	29.3	1263.000	66.000000	102.0	18.8	5.42	8.78e-41	0.94
chr2-10085	chr2	50942274	50943785	+	29.3	1511.000	59.000000	102.0	23.5	4.34	6.45e-33	0.97
chr2-9598	chr2	74450895	74452432	+	29.3	1537.000	61.000000	102.0	25.3	4.03	1.81e-30	0.93
chr2-7212	chr2	130634213	130635470	+	29.3	1257.000	73.000000	102.0	21.2	4.82	1.42e-36	0.99
chr4-9535	chr4	3677632	3679166	+	29.3	1534.000	54.000000	102.0	24.1	4.23	4.48e-32	0.98
chr4-7747	chr4	6217628	6219315	+	29.3	1687.000	61.000000	102.0	23.5	4.34	6.45e-33	0.94
chr4-6789	chr4	32530310	32531589	+	29.3	1279.000	66.000000	102.0	22.9	4.45	8.71e-34	0.99
chr4-3617	chr4	34777691	34778691	+	29.3	1000.000	99.000000	102.0	20.0	5.10	1.33e-38	0.93
chr4-10280	chr4	58942732	58944267	+	29.3	1535.000	52.000000	102.0	21.8	4.69	1.30e-35	0.97
chr4-6208	chr4	120226000	120227402	+	29.3	1402.000	70.000000	102.0	24.7	4.13	2.93e-31	0.97
chr4-12284	chr4	142059962	142061497	+	29.3	1535.000	48.000000	102.0	22.3	4.56	1.10e-34	0.97
chr5-9929	chr5	5663563	5665383	+	29.3	1820.000	47.000000	102.0	22.9	4.45	8.71e-34	0.95
chr5-6849	chr5	105858825	105860373	+	29.3	1548.000	59.000000	102.0	22.3	4.56	1.10e-34	0.93
chr5-8135	chr5	111890468	111892046	+	29.3	1578.000	53.000000	102.0	22.3	4.56	1.10e-34	0.95
chr5-3792	chr5	136894713	136895963	+	29.3	1250.000	90.000000	102.0	20.6	4.96	1.43e-37	0.94
chr6-10465	chr6	8730469	8732274	+	29.3	1805.000	44.000000	102.0	19.4	5.26	1.13e-39	0.98
chr6-8617	chr6	29386935	29388788	+	29.3	1853.000	49.000000	102.0	22.3	4.56	1.10e-34	0.96
chr7-15711	chr7	7135701	7137297	+	29.3	1596.000	39.000000	102.0	22.9	4.45	8.71e-34	0.96
